Site Name,Sub-site,Habitat Type ,Habitat Type Area (acres),Year post-completion,Year,Date Details,Metrics,Values,Units,Metric Groups,Metric Type,Collection Method,Data Collection Frequency,Restoration Goal Met? (Y/N),Metric Significance,Analyzed by who?,Notes
Bolsa Chica Lowlands,FTB N,"OW,IM,DTV,UNS,ISS ",391.2,2,2008,2008,Total Percent Vegetative Cover Without Overlap (all species),10,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,FTB EI,"OW,IM,DTV,UNS,ISS ",391.2,2,2008,2008,Total Percent Vegetative Cover Without Overlap (all species),18,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,FTB E2,"OW,IM,DTV,UNS,ISS ",391.2,2,2008,2008,Total Percent Vegetative Cover Without Overlap (all species),28,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,FTB E3,"OW,IM,DTV,UNS,ISS ",391.2,2,2008,2008,Total Percent Vegetative Cover Without Overlap (all species),42,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,WMTB 1,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Vegetative Cover Without Overlap (all species),82,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,WMTB 2,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Vegetative Cover Without Overlap (all species),100,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,WMTB 3,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Vegetative Cover Without Overlap (all species),94,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,CMTB 1,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Vegetative Cover Without Overlap (all species),100,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,CMTB 2,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Vegetative Cover Without Overlap (all species),58,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,CMTB 3,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Vegetative Cover Without Overlap (all species),88,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,EMTB 1,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Vegetative Cover Without Overlap (all species),34,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,EMTB 2,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Vegetative Cover Without Overlap (all species),88,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,EMTB 3,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Vegetative Cover Without Overlap (all species),84,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,MPM 1,"OW,IM,SCSM,DTV",34.7,2,2008,2008,Total Percent Vegetative Cover Without Overlap (all species),100,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,MPM 2,"OW,IM,SCSM,DTV",34.7,2,2008,2008,Total Percent Vegetative Cover Without Overlap (all species),42,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,MPM 3,"OW,IM,SCSM,DTV",34.7,2,2008,2008,Total Percent Vegetative Cover Without Overlap (all species),34,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,RI 1,"OW,IM,DTV,UNS,ISS ",391.2,2,2008,2008,Total Percent Native Vegetative Cover Without Overlap ,46,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,RI 2,"OW,IM,DTV,UNS,ISS ",391.2,2,2008,2008,Total Percent Native Vegetative Cover Without Overlap ,58,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,RI 3,"OW,IM,DTV,UNS,ISS ",391.2,2,2008,2008,Total Percent Native Vegetative Cover Without Overlap ,62,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,FTB N,"OW,IM,DTV,UNS,ISS ",391.2,2,2008,2008,Total Percent Native Vegetative Cover Without Overlap ,10,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,FTB EI,"OW,IM,DTV,UNS,ISS ",391.2,2,2008,2008,Total Percent Native Vegetative Cover Without Overlap ,18,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,FTB E2,"OW,IM,DTV,UNS,ISS ",391.2,2,2008,2008,Total Percent Native Vegetative Cover Without Overlap ,28,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,FTB E3,"OW,IM,DTV,UNS,ISS ",391.2,2,2008,2008,Total Percent Native Vegetative Cover Without Overlap ,42,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,WMTB 1,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Native Vegetative Cover Without Overlap ,56,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,WMTB 2,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Native Vegetative Cover Without Overlap ,100,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,WMTB 3,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Native Vegetative Cover Without Overlap ,94,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,CMTB 1,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Native Vegetative Cover Without Overlap ,90,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,CMTB 2,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Native Vegetative Cover Without Overlap ,52,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,CMTB 3,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Native Vegetative Cover Without Overlap ,66,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,EMTB 1,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Native Vegetative Cover Without Overlap ,30,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,EMTB 2,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Native Vegetative Cover Without Overlap ,88,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,EMTB 3,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Native Vegetative Cover Without Overlap ,76,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,MPM 1,"OW,IM,SCSM,DTV",34.7,2,2008,2008,Total Percent Native Vegetative Cover Without Overlap ,30,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,MPM 2,"OW,IM,SCSM,DTV",34.7,2,2008,2008,Total Percent Native Vegetative Cover Without Overlap ,88,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,MPM 3,"OW,IM,SCSM,DTV",34.7,2,2008,2008,Total Percent Native Vegetative Cover Without Overlap ,76,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,RI 1,"OW,IM,DTV,UNS,ISS ",391.2,2,2008,2008,Total Percent Native Vegetative Cover With Overlap ,50,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,RI 2,"OW,IM,DTV,UNS,ISS ",391.2,2,2008,2008,Total Percent Native Vegetative Cover With Overlap ,62,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,RI 3,"OW,IM,DTV,UNS,ISS ",391.2,2,2008,2008,Total Percent Native Vegetative Cover With Overlap ,78,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,FTB N,"OW,IM,DTV,UNS,ISS ",391.2,2,2008,2008,Total Percent Native Vegetative Cover With Overlap ,10,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,FTB EI,"OW,IM,DTV,UNS,ISS ",391.2,2,2008,2008,Total Percent Native Vegetative Cover With Overlap ,18,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,FTB E2,"OW,IM,DTV,UNS,ISS ",391.2,2,2008,2008,Total Percent Native Vegetative Cover With Overlap ,28,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,FTB E3,"OW,IM,DTV,UNS,ISS ",391.2,2,2008,2008,Total Percent Native Vegetative Cover With Overlap ,42,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,WMTB 1,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Native Vegetative Cover With Overlap ,68,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,WMTB 2,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Native Vegetative Cover With Overlap ,106,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,WMTB 3,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Native Vegetative Cover With Overlap ,124,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,CMTB 1,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Native Vegetative Cover With Overlap ,106,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,CMTB 2,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Native Vegetative Cover With Overlap ,54,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,CMTB 3,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Native Vegetative Cover With Overlap ,80,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,EMTB 1,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Native Vegetative Cover With Overlap ,32,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,EMTB 2,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Native Vegetative Cover With Overlap ,102,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,EMTB 3,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Native Vegetative Cover With Overlap ,92,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,MPM 1,"OW,IM,SCSM,DTV",34.7,2,2008,2008,Total Percent Native Vegetative Cover With Overlap ,124,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,MPM 2,"OW,IM,SCSM,DTV",34.7,2,2008,2008,Total Percent Native Vegetative Cover With Overlap ,46,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,MPM 3,"OW,IM,SCSM,DTV",34.7,2,2008,2008,Total Percent Native Vegetative Cover With Overlap ,36,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,RI 1,"OW,IM,DTV,UNS,ISS ",391.2,2,2008,2008,Total Percent Non-native Vegetative Cover With Overlap,12,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,RI 2,"OW,IM,DTV,UNS,ISS ",391.2,2,2008,2008,Total Percent Non-native Vegetative Cover With Overlap,22,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,RI 3,"OW,IM,DTV,UNS,ISS ",391.2,2,2008,2008,Total Percent Non-native Vegetative Cover With Overlap,18,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,FTB N,"OW,IM,DTV,UNS,ISS ",391.2,2,2008,2008,Total Percent Non-native Vegetative Cover With Overlap,0,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,FTB EI,"OW,IM,DTV,UNS,ISS ",391.2,2,2008,2008,Total Percent Non-native Vegetative Cover With Overlap,0,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,FTB E2,"OW,IM,DTV,UNS,ISS ",391.2,2,2008,2008,Total Percent Non-native Vegetative Cover With Overlap,0,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,FTB E3,"OW,IM,DTV,UNS,ISS ",391.2,2,2008,2008,Total Percent Non-native Vegetative Cover With Overlap,0,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,WMTB 1,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Non-native Vegetative Cover With Overlap,28,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,WMTB 2,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Non-native Vegetative Cover With Overlap,0,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,WMTB 3,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Non-native Vegetative Cover With Overlap,0,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,CMTB 1,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Non-native Vegetative Cover With Overlap,18,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,CMTB 2,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Non-native Vegetative Cover With Overlap,8,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,CMTB 3,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Non-native Vegetative Cover With Overlap,26,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,EMTB 1,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Non-native Vegetative Cover With Overlap,4,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,EMTB 2,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Non-native Vegetative Cover With Overlap,0,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,EMTB 3,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Total Percent Non-native Vegetative Cover With Overlap,8,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,MPM 1,"OW,IM,SCSM,DTV",34.7,2,2008,2008,Total Percent Non-native Vegetative Cover With Overlap,2,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,MPM 2,"OW,IM,SCSM,DTV",34.7,2,2008,2008,Total Percent Non-native Vegetative Cover With Overlap,0,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,MPM 3,"OW,IM,SCSM,DTV",34.7,2,2008,2008,Total Percent Non-native Vegetative Cover With Overlap,0,%,Vegetation Cover,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,NA,NA,NA,3,2009,July 2009,Southern Coastal Salt Marsh,189,Acres,Vegetation Cover,Physical,aerial photography,Annually,NA,NA,PS,
Bolsa Chica Lowlands,NA,NA,NA,3,2009,July 2009,Disturbed Coastal Salt Marsh,7.1,Acres,Vegetation Cover,Physical,aerial photography,Annually,NA,NA,PS,
Bolsa Chica Lowlands,NA,NA,NA,3,2009,July 2009,Mulefat Scrub,0.3,Acres,Vegetation Cover,Physical,aerial photography,Annually,NA,NA,PS,
Bolsa Chica Lowlands,NA,NA,NA,3,2009,July 2009,Coastal Sage Scrub,0.8,Acres,Vegetation Cover,Physical,aerial photography,Annually,NA,NA,PS,
Bolsa Chica Lowlands,NA,NA,NA,3,2009,July 2009,Coastal and valley Freshwater Marsh,7.9,Acres,Vegetation Cover,Physical,aerial photography,Annually,NA,NA,PS,
Bolsa Chica Lowlands,NA,NA,NA,3,2009,July 2009,Southern Arroyo Willow Riparian Forest,1.1,Acres,Vegetation Cover,Physical,aerial photography,Annually,NA,NA,PS,
Bolsa Chica Lowlands,NA,NA,NA,3,2009,July 2009,Decaying/Transitional Vegetation,22.5,Acres,Vegetation Cover,Physical,aerial photography,Annually,NA,NA,PS,
Bolsa Chica Lowlands,NA,NA,NA,3,2009,July 2009,Non-native Vegetation,26.7,Acres,Vegetation Cover,Physical,aerial photography,Annually,NA,NA,PS,
Bolsa Chica Lowlands,NA,NA,NA,3,2009,July 2009,Salt Panne,181.3,Acres,Vegetation Cover,Physical,aerial photography,Annually,NA,NA,PS,
Bolsa Chica Lowlands,NA,NA,NA,3,2009,July 2009,Disturbed Salt Panne,7.2,Acres,Vegetation Cover,Physical,aerial photography,Annually,NA,NA,PS,
Bolsa Chica Lowlands,NA,NA,NA,3,2009,July 2009,Intertidal Sand Shoal,2.3,Acres,Vegetation Cover,Physical,aerial photography,Annually,NA,NA,PS,
Bolsa Chica Lowlands,NA,NA,NA,3,2009,July 2009,Intertidal Mudflat,85.4,Acres,Vegetation Cover,Physical,aerial photography,Annually,NA,NA,PS,
Bolsa Chica Lowlands,NA,NA,NA,3,2009,July 2009,Open Water,273.7,Acres,Vegetation Cover,Physical,aerial photography,Annually,NA,NA,PS,
Bolsa Chica Lowlands,NA,NA,NA,3,2009,July 2009,Unvegetated Nest Site,17.8,Acres,Vegetation Cover,Physical,aerial photography,Annually,NA,NA,PS,
Bolsa Chica Lowlands,NA,NA,NA,3,2009,July 2009,Urban/Developed,138,Acres,Vegetation Cover,Physical,aerial photography,Annually,NA,NA,PS,
Bolsa Chica Lowlands,NA,NA,NA,3,2009,July 2009,Cordgrass,0.1,Acres,Vegetation Cover,Physical,aerial photography,Annually,NA,NA,PS,
Bolsa Chica Lowlands,NA,NA,NA,3,2009,July 2009,Eelgrass,32.5,Acres,Vegetation Cover,Physical,aerial photography,Annually,NA,NA,PS,
Bolsa Chica Lowlands,NA,NA,NA,5,2011,2011,Southern Coastal Salt Marsh,179.5,Acres,Vegetation Cover,Physical,aerial photography,Annually,NA,NA,PS,
Bolsa Chica Lowlands,NA,NA,NA,5,2011,2011,Disturbed Coastal Salt Marsh,9.5,Acres,Vegetation Cover,Physical,aerial photography,Annually,NA,NA,PS,
Bolsa Chica Lowlands,NA,NA,NA,5,2011,2011,Mulefat Scrub,0.2,Acres,Vegetation Cover,Physical,aerial photography,Annually,NA,NA,PS,
Bolsa Chica Lowlands,NA,NA,NA,5,2011,2011,Coastal Sage Scrub,0.7,Acres,Vegetation Cover,Physical,aerial photography,Annually,NA,NA,PS,
Bolsa Chica Lowlands,NA,NA,NA,5,2011,2011,Coastal and valley Freshwater Marsh,7.9,Acres,Vegetation Cover,Physical,aerial photography,Annually,NA,NA,PS,
Bolsa Chica Lowlands,NA,NA,NA,5,2011,2011,Southern Arroyo Willow Riparian Forest,0.8,Acres,Vegetation Cover,Physical,aerial photography,Annually,NA,NA,PS,
Bolsa Chica Lowlands,NA,NA,NA,5,2011,2011,Decaying/Transitional Vegetation,26.7,Acres,Vegetation Cover,Physical,aerial photography,Annually,NA,NA,PS,
Bolsa Chica Lowlands,NA,NA,NA,5,2011,2011,Non-native Vegetation,20.5,Acres,Vegetation Cover,Physical,aerial photography,Annually,NA,NA,PS,
Bolsa Chica Lowlands,NA,NA,NA,5,2011,2011,Salt Panne,143.7,Acres,Vegetation Cover,Physical,aerial photography,Annually,NA,NA,PS,
Bolsa Chica Lowlands,NA,NA,NA,5,2011,2011,Disturbed Salt Panne,28,Acres,Vegetation Cover,Physical,aerial photography,Annually,NA,NA,PS,
Bolsa Chica Lowlands,NA,NA,NA,5,2011,2011,Intertidal Sand Shoal,1.2,Acres,Vegetation Cover,Physical,aerial photography,Annually,NA,NA,PS,
Bolsa Chica Lowlands,NA,NA,NA,5,2011,2011,Intertidal Mudflat,73.6,Acres,Vegetation Cover,Physical,aerial photography,Annually,NA,NA,PS,
Bolsa Chica Lowlands,NA,NA,NA,5,2011,2011,Open Water,262.3,Acres,Vegetation Cover,Physical,aerial photography,Annually,NA,NA,PS,
Bolsa Chica Lowlands,NA,NA,NA,5,2011,2011,Unvegetated Nest Site,14.8,Acres,Vegetation Cover,Physical,aerial photography,Annually,NA,NA,PS,
Bolsa Chica Lowlands,NA,NA,NA,5,2011,2011,Urban/Developed,118,Acres,Vegetation Cover,Physical,aerial photography,Annually,NA,NA,PS,
Bolsa Chica Lowlands,NA,NA,NA,5,2011,2011,Cordgrass,0.2,Acres,Vegetation Cover,Physical,aerial photography,Annually,NA,NA,PS,
Bolsa Chica Lowlands,NA,NA,NA,5,2011,2011,Eelgrass,105.4,Acres,Vegetation Cover,Physical,aerial photography,Annually,NA,NA,PS,
Colorado Lagoon,NA,NA,NA,1,2013,December 2013-September 2014,Year 1 Native Mean Percent Coverage ,7.9,%,Vegetation Cover,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,NA,NA,2,2014,December 2013-September 2014,Year 2 Native Mean Percent Coverage ,10.03,%,Vegetation Cover,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,NA,NA,2,2014,December 2013-September 2014,Overall Native Mean Percent Coverage ,8.92,%,Vegetation Cover,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,NA,NA,2,2014,December 2013-September 2014,Overall Bare Ground Mean Percent Coverage ,86.63,%,Vegetation Cover,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Sage Scrub,NA,1,2013,October 2012-November 2013,Year 1 CSS Mean Percent Coverage,11.29,%,Vegetation Cover,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Sage Scrub,NA,2,2014,December 2013-September 2014,Year 2 CSS Mean Percent Coverage,11.91,%,Vegetation Cover,Biological,Transects and quadrats,Annually,NA,NA,PS,
